aahed,4.501494E-8
aalii,2.955076E-10
aargh,3.474266E-8
aarti,1.0270499999999999E-7
abaca,4.172372000000001E-8
abaci,2.968276E-8
aback,0.000002699342
abacs,3.1059160000000005E-10
abaft,1.1280262E-7
abaka,5.2003219999999995E-9
abamp,1.4229644E-10
aband,1.842324E-8
abase,9.613907999999998E-8
abash,2.5823639999999998E-8
abask,2.02239802E-9
abate,8.468224E-7
abaya,8.439948E-8
abbas,0.0000014686259999999999
abbed,2.3027160000000005E-9
abbes,3.522334E-8
abbey,0.000006393404000000001
abbot,0.0000035446
abcee,1.1574035999999998E-10
abeam,9.054506E-8
abear,1.6375280000000003E-8
abele,9.327036E-8
abers,1.9409319999999998E-8
abets,5.7714539999999997E-8
abhor,5.68669E-7
abide,0.000004437534000000001
abies,1.652658E-7
abled,1.530008E-7
abler,1.114481E-7
ables,9.486708000000001E-8
ablet,2.8223260000000005E-9
ablow,2.325952E-8
abmho,1.3739468E-10
abode,0.000003332456
abohm,3.478807E-10
aboil,4.706077999999999E-9
aboma,1.1429096E-9
aboon,2.51492E-8
abord,1.405545E-7
abore,1.9253066E-9
abort,7.514977999999999E-7
about,0.001446756
above,0.0002028008
abram,0.0000024312239999999995
abray,3.6757620000000004E-9
abrim,8.363642000000001E-9
abrin,2.258936E-8
abris,7.687314E-9
absey,2.230168E-9
absit,1.8070659999999998E-8
abuna,2.523742E-8
abune,2.1898679999999997E-8
abuse,0.0000348896
abuts,1.264882E-7
abuzz,1.927152E-7
abyes,1.208623E-10
abysm,2.191922E-8
abyss,0.00000355745
acais,2.6784520000000003E-10
acari,9.260898E-8
accas,8.249184599999999E-10
accoy,2.0457443999999998E-10
acerb,4.64374E-9
acers,1.3396340000000002E-8
aceta,2.0212079999999997E-9
achar,5.8190339999999996E-8
ached,0.000004536534
aches,0.000001646678
achoo,3.440584E-8
acids,0.000016505139999999998
acidy,8.11673E-9
acing,4.97416E-8
acini,1.212062E-7
ackee,3.5917460000000004E-8
acker,4.4313500000000006E-7
acmes,4.6539259999999994E-9
acmic,4.7694318E-10
acned,6.703428E-9
acnes,1.0338555999999999E-7
acock,2.251304E-8
acold,3.746208E-9
acorn,8.802106000000002E-7
acred,1.3091266000000002E-8
acres,0.000009162212000000001
acrid,8.951414000000001E-7
acros,1.8775839999999997E-8
acted,0.00001767344
actin,0.000001791298
acton,8.742459999999998E-7
actor,0.000017857680000000002
acute,0.00003285576
acyls,3.9796299999999994E-9
adage,9.832024E-7
adapt,0.00001099978
adaws,2.00319886E-9
adays,1.6723804E-8
adbot,1.425943E-10
addax,1.781184E-8
added,0.0001028232
adder,7.37006E-7
addio,5.6324400000000004E-8
addle,6.202047999999999E-8
adeem,7.99255E-9
adept,0.0000025460960000000004
adhan,3.062196E-8
adieu,0.000001211535
adios,1.3868040000000002E-7
adits,2.235742E-8
adman,3.6445780000000004E-8
admen,1.5153480000000004E-8
admin,0.000001810436
admit,0.00002819082
admix,1.2917690000000002E-8
adobe,0.0000018630220000000002
adobo,1.283168E-7
adopt,0.00001801588
adore,0.000002045672
adorn,0.0000010802664000000001
adown,1.0014458E-7
adoze,5.805744E-10
adrad,2.8924760000000003E-9
adred,9.197842000000002E-10
adsum,1.1177524E-8
aduki,9.556678E-9
adult,0.00004754738
adunc,2.0329593999999997E-10
adust,1.3730560000000001E-8
advew,6.686342000000001E-11
adyta,3.877192E-9
adzed,5.042798000000001E-9
adzes,6.191178000000001E-8
aecia,3.536386E-9
aedes,4.33398E-7
aegis,8.62897E-7
aeons,2.5726199999999996E-7
aerie,2.016578E-7
aeros,4.557548E-8
aesir,8.476254E-8
afald,2.1472129999999998E-10
afara,6.025464E-9
afars,9.937821999999999E-9
afear,3.092228E-9
affix,5.534328E-7
afire,4.173978E-7
aflaj,1.0743036E-8
afoot,0.0000010016201999999999
afore,0.0000012924872
afoul,3.6934540000000005E-7
afrit,4.90581E-8
afros,3.219652E-8
after,0.0008462688000000001
again,0.00046067580000000007
agama,9.1871E-8
agami,1.313132E-8
agape,0.0000010922115999999998
agars,1.955158E-8
agast,7.761402E-9
agate,4.590844E-7
agave,5.82439E-7
agaze,3.999662E-9
agene,5.0428399999999995E-9
agent,0.00005331242
agers,1.426656E-7
agger,9.205498E-8
aggie,9.793444E-7
aggri,4.065998E-10
aggro,5.426242E-8
aggry,8.98589E-10
aghas,1.3691519999999999E-8
agila,9.345652E-9
agile,0.00000385706
aging,0.0000145212
agios,1.1374950000000002E-7
agism,3.0187080000000004E-9
agist,4.596938E-9
agita,1.951662E-8
aglee,1.8224986000000002E-9
aglet,6.479142E-9
agley,1.2791440000000001E-8
agloo,1.69067E-10
aglow,4.610106E-7
aglus,1.9935578E-10
agmas,3.059788E-10
agoge,1.1102676E-8
agone,1.0712426000000002E-7
agons,4.215392E-9
agony,0.000007544356
agood,2.220942E-8
agora,8.215696E-7
agree,0.00004221286
agria,1.6921062000000003E-8
agrin,3.1771979999999995E-8
agros,2.610848E-8
agued,5.1871E-9
agues,4.9502139999999994E-8
aguna,2.7922180000000003E-9
aguti,3.354304E-9
ahead,0.000052857239999999995
aheap,3.2794859999999998E-9
ahent,7.911551999999999E-10
ahigh,7.700074E-9
ahind,4.847116E-9
ahing,4.344278E-9
ahint,2.2137960000000003E-8
ahold,5.089674E-7
ahull,3.1200180000000008E-9
ahuru,2.0160714E-9
aidas,3.93298E-9
aided,0.000005901974
aider,1.198656E-7
aides,0.000001585398
aidoi,1.3963712E-10
aidos,1.6382460000000002E-8
aiery,1.7864303999999997E-9
aigas,5.584584E-9
aight,7.006802E-8
ailed,1.6689779999999998E-7
aimed,0.000021960580000000003
aimer,1.2015506E-7
ainee,1.3178802E-9
ainga,5.899670000000001E-10
aioli,1.682648E-7
aired,0.000001657228
airer,7.950056000000001E-9
airns,2.214134E-9
airth,3.245508E-8
airts,5.0394100000000005E-9
aisle,0.000005122444
aitch,3.648552E-8
aitus,5.614985999999999E-10
aiver,1.506348E-9
aiyee,3.3374800000000003E-9
aizle,5.7634634E-10
ajies,1.7564038000000001E-10
ajiva,4.15095E-9
ajuga,2.060942E-8
ajwan,7.374024E-10
akees,2.461278E-10
akela,1.3980772000000002E-7
akene,6.11016E-10
aking,8.756932E-7
akita,1.56542E-7
akkas,5.963728000000001E-9
alaap,4.914198E-9
alack,1.798444E-7
alamo,6.082996E-7
aland,1.868644E-7
alane,3.4427E-8
alang,3.2426634E-7
alans,7.455594E-8
alant,7.081957999999999E-9
alapa,2.3648719999999997E-9
alaps,4.841493999999999E-10
alarm,0.000015956980000000002
alary,1.8179479999999998E-8
alate,1.5917526E-8
alays,1.1231674E-9
albas,1.2415920000000001E-8
albee,2.1030839999999997E-7
album,0.000008152288
alcid,3.87807E-9
alcos,2.202318E-9
aldea,8.028054E-8
alder,0.0000010886682000000001
aldol,2.54654E-7
aleck,2.894226E-7
alecs,7.039036000000001E-9
alefs,1.2733752000000001E-9
aleft,3.240508E-9
aleph,0.0000015608768
alert,0.00001379888
alews,4.784592E-11
aleye,1.954518E-10
alfas,8.330604E-9
algae,0.000003508284
algal,0.0000012983599999999999
algas,7.024584000000001E-9
algid,9.39403E-9
algin,1.4901862000000002E-8
algor,2.2976E-8
algum,8.387819999999999E-8
alias,0.000001766534
alibi,0.000001534254
alien,0.000012803640000000002
alifs,1.484522E-9
align,0.0000053821379999999995
alike,0.00001421084
aline,4.6352E-7
alist,4.172223999999999E-8
alive,0.00004459193999999999
aliya,1.6263399999999997E-7
alkie,8.494644E-9
alkos,1.1114986000000001E-10
alkyd,8.458115999999999E-8
alkyl,0.00000151327
allay,7.279446000000001E-7
allee,1.824824E-7
allel,1.8513154E-8
alley,0.000007379884000000001
allis,1.8760700000000002E-7
allod,4.97088E-9
allot,2.6216939999999997E-7
allow,0.0000898091
alloy,0.000005504686
allyl,3.3172780000000003E-7
almah,2.1239099999999995E-8
almas,9.799878E-8
almeh,1.4077576E-9
almes,3.1141260000000004E-8
almud,7.466204E-9
almug,1.9927348000000002E-8
alods,1.2605460000000001E-9
aloed,2.5237040000000005E-10
aloes,2.0408420000000003E-7
aloft,0.000002367518
aloha,3.46051E-7
aloin,1.0002428E-8
alone,0.00013902480000000002
along,0.000221563
aloof,0.0000019707719999999995
aloos,3.3013882000000003E-10
aloud,0.00001154556
alowe,2.3488756E-9
alpha,0.000012388300000000001
altar,0.00001323824
alter,0.00001361182
altho,1.58569E-7
altos,2.1349779999999996E-7
alula,4.016382E-8
alums,5.460924E-8
alure,1.2351162E-9
alvar,2.6730399999999997E-7
alway,3.14249E-7
amahs,1.1710881999999999E-8
amain,8.098022E-8
amass,4.915587999999999E-7
amate,3.114522E-8
amaut,6.708988E-10
amaze,7.116605999999999E-7
amban,2.3386719999999996E-8
amber,0.000008013106
ambit,6.034956E-7
amble,2.796046E-7
ambos,2.5564880000000003E-7
ambry,1.2213958000000003E-8
ameba,3.456052000000001E-8
ameer,9.809898E-8
amend,0.000002584402
amene,3.9168564E-8
amens,5.8515359999999994E-8
ament,5.141362E-8
amias,4.457422E-8
amice,3.43058E-8
amici,3.02787E-7
amide,8.794438000000001E-7
amido,6.69862E-8
amids,3.4208179999999995E-9
amies,4.511814E-8
amiga,1.5832706000000002E-7
amigo,4.893554000000001E-7
amine,0.0000017799659999999998
amino,0.00001148976
amins,5.628536E-9
amirs,7.367058E-8
amiss,0.0000018123099999999998
amity,7.223352000000001E-7
amlas,1.4314965999999998E-9
amman,6.600408E-7
ammon,0.0000012958308
ammos,1.2787318E-8
amnia,1.7987136000000002E-9
amnic,1.1179981999999999E-10
amnio,1.6074419999999997E-8
amoks,6.030566E-10
amole,1.0182054E-8
among,0.00025544060000000005
amort,9.3274E-9
amour,0.000001106672
amove,4.018648E-9
amowt,1.4819482E-10
amped,1.735982E-7
ample,0.000006631154000000001
amply,0.000001296924
ampul,3.0194820000000002E-9
amrit,1.289367E-7
amuck,1.1005881999999999E-7
amuse,0.0000020447
amyls,1.2495236000000002E-9
anana,2.0759E-8
anata,3.01154E-8
ancho,1.0979459999999999E-7
ancle,1.8121538E-8
ancon,2.3355360000000002E-8
andro,8.994575999999999E-8
anear,2.228178E-8
anele,9.213104E-9
anent,9.619452000000001E-8
angas,3.3227699999999995E-8
angel,0.000023742260000000002
anger,0.000044622119999999996
angle,0.0000316747
anglo,0.000010774454
angry,0.00004058566
angst,0.00000134869
anigh,8.760174E-8
anile,1.1665374E-8
anils,2.6112411999999997E-9
anima,0.0000010154103999999999
anime,7.225968E-7
animi,1.271142E-7
anion,0.000001897262
anise,6.132204E-7
anker,2.07566E-7
ankhs,6.687468E-9
